id,publication_number,country,doc_number,kind,title,publication_date,publication_year,family_id,applicant_names,applicant_countries,cpc_codes,ipc_codes,filing_date
144936418,US2023084881A1,US,2023084881,A1,"QUANTUM CRYPTOGRAPHY COMMUNICATION SYSTEM, QUANTUM CRYPTOGRAPHY COMMUNICATION DEVICE, KEY MANAGEMENT DEVICE, AND COMPUTER PROGRAM PRODUCT",2023-03-16,2023,80682916,TOSHIBA KK; KABUSHIKI KAISHA TOSHIBA,{JP},"{H04L9/0855,H04L9/0858,H04L9/0819,H04L9/0869}",,
144936714,US2023085177A1,US,2023085177,A1,NOISE REDUCED CIRCUITS FOR SUPERCONDUCTING QUANTUM COMPUTERS,2023-03-16,2023,73457112,"IONQ INC; IONQ, INC.",{US},"{G06N10/60,G06N10/60,G06F17/11,H10N60/12}",,
144940179,US2023088643A1,US,2023088643,A1,DISTRIBUTED QUANTUM COMPUTING SYSTEM,2023-03-23,2023,85572288,OPTUM SERVICES IRELAND LTD; Optum Services (Ireland) Limited,{IE},"{G06F16/2471,G06F16/2455,G06N10/20,G06N10/60,G06F16/27,G06N10/20,G06N10/80}",,
144941684,US2023090148A1,US,2023090148,A1,OBSERVATIONAL BAYESIAN OPTIMIZATION OF QUANTUM-COMPUTING OPERATIONS,2023-03-23,2023,85573573,"MICROSOFT TECHNOLOGY LICENSING LLC; Microsoft Technology Licensing, LLC",{US},"{G06N7/01,G06N10/00,G06N10/40,G06N10/60,G06N20/10,G06N10/00,G06N20/00}",,
144942224,US2023090688A1,US,2023090688,A1,"METHOD FOR DETERMINING A QUANTUM COMMUNICATION SETUP, QUANTUM COMMUNICATION SETUP, COMPUTER PROGRAM, AND DATA PROCESSING SYSTEM",2023-03-23,2023,77774705,TERRA QUANTUM AG; Terra Quantum AG,{CH},"{H04L9/0852,G06N3/006,G06N5/01,G06N7/01,H04B10/70,H04B10/85,H04L9/0852,H04L9/0852,G06N10/60,H04L9/0819}",,
144945925,US2023094389A1,US,2023094389,A1,"QUANTUM COMPUTING BASED DEEP LEARNING FOR DETECTION, DIAGNOSIS AND OTHER APPLICATIONS",2023-03-30,2023,79268737,UNIV CORNELL; Cornell University,{US},"{G06N20/20,G06N5/01,G06N10/20,G06N3/0475}",,
145113749,US2023263075A1,US,2023263075,A1,HIGH QUALITY QUANTUM COMPUTER COMPONENTS,2023-08-17,2023,87558468,"APPLIED MATERIALS INC; Applied Materials, Inc.",{US},"{H10N60/20,G06N10/40,H10N60/0912,H10N60/12,H10N69/00,H10N60/0912,G06N10/40,H10N60/805}",,
145118017,US2023267357A1,US,2023267357,A1,"SIMULATION METHOD OF QUANTUM SYSTEM, COMPUTING DEVICE AND STORAGE MEDIUM",2023-08-24,2023,81776290,"BEIJING BAIDU NETCOM SCI & TECH CO LTD; Beijing Baidu Netcom Science Technology Co., Ltd.",{CN},"{G06N10/00,G06N10/20,G06N10/60,G06N10/20}",,
145118018,US2023267358A1,US,2023267358,A1,Distributed Quantum Computing Simulation Method and Apparatus,2023-08-24,2023,73848508,"SUZHOU INSPUR INTELLIGENT TECH CP LTD; SUZHOU INSPUR INTELLIGENT TECHNOLOGY CP., LTD.",{CN},"{G06N10/00,G06F30/27,G06N3/126,G06N10/80,G06N3/126,G06N10/20,G06N10/20,G06N3/126,G06N10/80}",,
10718987,CA3233333A1,CA,3233333,A1,HYBRID SYSTEMS AND METHODS FOR SECURE EXECUTION OF QUANTUM AND CLASSICAL WORKFLOWS ON ADVANCED COMPUTING DEVICES,2023-04-13,2023,85803800,AGNOSTIQ INC; AGNOSTIQ INC.,{CA},"{G06F9/5038,G06F9/4881,G06F9/5044,G06N10/80,G06F21/629}",,
10719716,CA3234297A1,CA,3234297,A1,QUANTUM SIMULATORS AND REMOTE COMPUTING SYSTEMS COMPRISING SUCH,2023-04-20,2023,78819741,CENTRE NAT RECH SCIENT; CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE; UNIVERSITE COTE D'AZUR,"{FR,FR}","{G06N10/20,G06N10/40,G06F30/20,G06N10/20}",,
10721056,CA3235878A1,CA,3235878,A1,METHODS AND SYSTEMS FOR ANALOGUE QUANTUM COMPUTING,2023-04-27,2023,86057705,SILICON QUANTUM COMPUTING PTY LTD; SILICON QUANTUM COMPUTING PTY LIMITED,{AU},"{G06N10/40,G01R33/00,G06F30/20,G06F30/3308,G06F30/39,G06N10/20,G06N10/60,G06F30/3308,G06F30/367,G06F30/39,G06N10/40,G01R33/00,G06F30/20,G06F30/3308,G06F30/367,G06F30/39,G06N10/20,G06N10/40,G06N10/60,G06N10/60,B82Y10/00,G01R33/00,G06N10/20,G06N10/40,G06N10/40,G06F30/20,G06F30/3308}",,
10721091,CA3235922A1,CA,3235922,A1,PERFORMING PROPERTY ESTIMATION USING QUANTUM GRADIENT OPERATION ON QUANTUM COMPUTING SYSTEM,2023-11-02,2023,86057588,GOOGLE LLC; GOOGLE LLC,{US},"{G06N10/20,G06N10/60,G06N10/60,B82Y10/00,G06N10/20,G06N10/40,G06N10/60,G06N10/20}",,
10721445,CA3236344A1,CA,3236344,A1,SYSTEM AND METHOD USING MULTIPLE ENTANGLED LINEAR QUBIT ARRAYS FOR QUANTUM COMPUTING,2023-11-09,2023,83997894,"KBR WYLE SERVICES LLC; KBR WYLE SERVICES, LLC",{US},"{G06N10/40,G06N10/20,G06N10/20,G06N10/40,G06N10/20,B82Y10/00,G06N10/40,G06N10/70,G06N10/40,G06N10/20}",,
10721594,CA3236533A1,CA,3236533,A1,QUANTUM COMPUTER CONTROL DEVICE,2023-05-04,2023,86158017,"UNIV OSAKA; OSAKA UNIVERSITY; QUEL, INC.","{JP,JP}","{G06N10/00,B82Y10/00,G06N10/40,G06N10/40,B82Y10/00}",,
145119662,US2023269003A1,US,2023269003,A1,NETWORK INTERFACE CARD FOR QUANTUM COMPUTING OVER CLASSICAL AND QUANTUM COMMUNICATION CHANNELS,2023-08-24,2023,87574728,"MELLANOX TECHNOLOGIES LTD; Mellanox Technologies, Ltd.",{IL},"{G06N10/80,H04B10/70,H04B10/70,G06N10/40,H04B10/60}",,
145124821,US2023274174A1,US,2023274174,A1,"MINIATURE ION TRAPS FOR FAST, HIGH-FIDELITY AND SCALABLE QUANTUM COMPUTATIONS",2023-08-31,2023,80355538,"UNIV CALIFORNIA; THE REGENTS OF THE UNIVERSITY OF CALIFORNIA; LAWRENCE LIVERMORE NATIONAL SECURITY, LLC","{US,US}","{G06N10/40,G06N10/40}",,
145124822,US2023274175A1,US,2023274175,A1,QUANTUM OPERATION CONTROL LAYOUT FOR A QUANTUM COMPUTATION,2023-08-31,2023,71579597,PARITY QUANTUM COMPUTING GMBH; PARITY QUANTUM COMPUTING GMBH,{AT},"{G06N10/00,G06F30/392,G06N5/01,G06N5/022,G06N10/40}",,
145127357,US2023276716A1,US,2023276716,A1,METHOD FOR PRODUCING SEMICONDUCTOR APPARATUS FOR QUANTUM COMPUTER,2023-08-31,2023,80038013,"SHINETSU HANDOTAI KK; SHIN-ETSU HANDOTAI CO., LTD.",{JP},"{G06N10/40,B82Y40/00,H01L21/263,H01L21/3221,H01P1/162,H01P3/003,H10N69/00,H01L21/3221,B82Y10/00,G06N10/00,H10N69/00,G06N10/40,H01L21/263,H01L21/3221,H01P3/003}",,
145127358,US2023276717A1,US,2023276717,A1,OSCILLATOR AND QUANTUM COMPUTER,2023-08-31,2023,78830770,NEC CORP; NEC Corporation,{JP},"{G06N10/40,G06N10/60,H10N69/00,H10N69/00,G06N10/40}",,
145131161,US2023280528A1,US,2023280528,A1,"QUANTUM CIRCUIT, QUANTUM COMPUTER, AND METHOD OF MANUFACTURING QUANTUM CIRCUIT",2023-09-07,2023,81852995,FUJITSU LTD; Fujitsu Limited,{JP},"{G02B6/13,B82Y10/00,G02B6/12004,G02B6/136,G02B2006/12035,G02B2006/121,G02B6/122,G02B6/13}",,
145131620,US2023280988A1,US,2023280988,A1,DYNAMIC QUANTUM COMPUTING SYSTEM SELECTION AND QUANTUM PROGRAM COMPILATION,2023-09-07,2023,87850456,"RED HAT INC; Red Hat, Inc.",{US},"{G06F8/41,G06N10/80,G06F8/41,G06N10/80}",,
145132131,US2023281499A1,US,2023281499,A1,SCALABLE PHOTONIC QUANTUM COMPUTING WITH HYBRID RESOURCE STATES,2023-09-07,2023,80822614,XANADU QUANTUM TECH INC; Xanadu Quantum Technologies Inc.,{CA},"{G06N10/20,G06N10/40,G06N10/70,G06N10/70,G06E1/00}",,
145132132,US2023281500A1,US,2023281500,A1,MANAGING ACCESS TO QUANTUM SERVICES IN QUANTUM COMPUTING DEVICES,2023-09-07,2023,87850720,"RED HAT INC; Red Hat, Inc.",{US},"{G06N10/80,G06N10/80,G06N10/20}",,
151410283,WO2023273870A1,WO,2023273870,A1,"METHOD AND APPARATUS FOR DETERMINING MULTI-QUBIT MEASUREMENT RESULT, AND QUANTUM COMPUTER",2023-01-05,2023,84690020,"ORIGIN QUANTUM COMPUTING TECH CO LTD; ORIGIN QUANTUM COMPUTING TECHNOLOGY CO., LTD.",{CN},"{G06N10/40,G06N10/70,G06N10/60}",,
145140147,US2023289636A1,US,2023289636,A1,Quantum Computer with Improved Quantum Optimization by Exploiting Marginal Data,2023-09-14,2023,69523171,"ZAPATA COMPUTING INC; Zapata Computing, Inc.",{US},"{G06N10/60,G06N3/044,G06N3/047,G06N5/01,G06N10/60,G02F1/01791,G06F17/14,G06N10/20,G06N10/40,G06N10/70}",,
145140150,US2023289639A1,US,2023289639,A1,CONTROLLING A QUANTUM COMPUTING SYSTEM USING IMAGINARY-TIME EVOLUTION,2023-09-14,2023,79280835,TENCENT TECH SHENZHEN CO LTD; Tencent Technology (Shenzhen) Company Limited,{CN},"{G06N10/00,G06N10/20,G06N5/01,G06N10/60,G06N10/20,G06N10/40}",,
145140152,US2023289641A1,US,2023289641,A1,METHOD OF DRIVING A QUANTUM COMPUTER TO FIND ONE OR MORE STATES OF INTEREST OF A NETWORK,2023-09-14,2023,79024745,MULTIVERSE COMPUTING SL; MULTIVERSE COMPUTING SL,{ES},"{G06N10/60,B82Y10/00,G06N10/20,G06N10/40,G06N10/40}",,
145140154,US2023289643A1,US,2023289643,A1,METHOD AND SYSTEM OF ENHANCED HYBRID QUANTUM-CLASSICAL COMPUTING MECHANISM FOR SOLVING OPTIMIZATION PROBLEMS,2023-09-14,2023,80999600,INFOSYS LTD; INFOSYS LIMITED,{IN},"{G06N10/60,G06N3/126,G06Q10/04,G06Q30/0244,G06N10/40}",,
145140157,US2023289646A1,US,2023289646,A1,QUANTUM CHIP AND QUANTUM COMPUTER,2023-09-14,2023,81755251,"HUAWEI TECH CO LTD; HUAWEI TECHNOLOGIES CO., LTD.",{CN},"{H01L25/072,G06N10/00,H01L23/58,H01L23/585,H01L23/66,H01L25/16,H01L23/66,G06N10/40,H01L23/552,H01L24/17,H01L25/0655,H01L25/16,H01L2223/6616,H01L2224/16225,H01L2924/15192,G06N10/40}",,
145148146,US2023297745A1,US,2023297745,A1,"COMPUTATIONAL FLUID DYNAMICS SIMULATION METHOD AND APPARATUS BASED ON QUANTUM ALGORITHM, AND DEVICE",2023-09-21,2023,80119960,"ORIGIN QUANTUM COMPUTING TECH CO LTD; ORIGIN QUANTUM COMPUTING TECHNOLOGY CO., LTD.",{CN},"{G06F30/28,G06F30/15,G06F30/23,G06F2111/10,G06F2113/08,G06F2119/14,G06N10/00,G06N10/20,G06F30/15,G06F30/23,G06F30/28,G06F2111/10,G06F2113/08,G06F2119/14,G06N10/60,Y02T90/00,G06F30/28,G06F2111/10,G06F2113/08}",,
145148271,US2023297870A1,US,2023297870,A1,UNIVERSAL QUANTUM COMPUTING USING ELECTRO-NUCLEAR WAVEFUNCTIONS OF RARE-EARTH IONS,2023-09-21,2023,77317018,SCHERRER INST PAUL; Paul Scherrer Institut,{CH},"{G06N10/40,G06N10/00,G06N10/40}",,
145148274,US2023297873A1,US,2023297873,A1,CONTROL METHOD OF QUANTUM BIT AND QUANTUM COMPUTER,2023-09-21,2023,84332129,"HITACHI LTD; Hitachi, Ltd.",{JP},"{G06N10/60,G06N10/20,G06N10/40,G06N10/20,G06N10/60}",,
145148502,US2023298101A1,US,2023298101,A1,SYSTEMS AND METHODS FOR QUANTUM COMPUTING-ASSISTED PORTFOLIO SELECTION,2023-09-21,2023,88067161,"JPMORGAN CHASE BANK NA; JPMORGAN CHASE BANK, N.A.",{US},"{G06Q40/06,G06N10/60,G06Q40/06,G06N10/60,G06N10/80}",,
145150344,US2023299952A1,US,2023299952,A1,"KEY MANAGEMENT DEVICE, QUANTUM CRYPTOGRAPHY COMMUNICATION SYSTEM, AND COMPUTER PROGRAM PRODUCT",2023-09-21,2023,83080796,TOSHIBA KK; KABUSHIKI KAISHA TOSHIBA,{JP},"{H04L63/062,H04L9/0855,H04L45/123,H04L45/124,H04L63/061,H04L63/067,H04L9/0855}",,
145156515,US2023306286A1,US,2023306286,A1,Hybrid Quantum-Classical Computer for Bayesian Inference with Engineered Likelihood Functions for Robust Amplitude Estimation,2023-09-28,2023,73746284,"ZAPATA COMPUTING INC; Zapata Computing, Inc.",{US},"{G06N10/60,G06N5/04,G06N7/01,G06N10/70,G06N7/01,G06N10/60,G06N10/70,G06N5/04,G06N7/01,G06N10/60,G06N10/70,G06N10/60,G06N5/04,G06N10/00,G06N10/70}",,
145156660,US2023306433A1,US,2023306433,A1,Cognitive Identification of Credit Reporting Disputes and Dispute Resolution Using Quantum Computing,2023-09-28,2023,88095991,BANK OF AMERICA; Bank of America Corporation,{US},"{G06Q40/03,G06N7/01,G06N10/20,G06Q20/4037,G06Q2220/00,G06Q20/4037,G06N10/60,G06Q40/03,G06Q2220/00}",,
145156730,US2023306503A1,US,2023306503,A1,Cognitive Identification of Credit Reporting Disputes and Dispute Resolution Using Quantum Computing,2023-09-28,2023,88096069,BANK OF AMERICA; Bank of America Corporation,{US},"{G06Q40/00,G06N10/60,G06Q40/02,G06Q40/02,G06N3/123,G06N10/60,G06Q40/00,G06Q2220/00}",,
145183879,US2023334356A1,US,2023334356,A1,QUANTUM CIRCUIT AND QUANTUM COMPUTATION METHOD,2023-10-19,2023,80776803,GRID INC; GRID INC.,{JP},"{G06N10/20,G06N7/01,G06N10/60,G06N10/20}",,
145157521,US2023307297A1,US,2023307297,A1,"THROUGH SILICON VIA INTERCONNECTION STRUCTURE AND METHOD OF FORMING SAME, AND QUANTUM COMPUTING DEVICE",2023-09-28,2023,86997486,TENCENT TECH SHENZHEN CO LTD; Tencent Technology (Shenzhen) Company Limited,{CN},"{H01L21/76898,B81B7/00,H01L21/60,H01L23/31,H01L23/481,H01L23/53285,H01L23/535,H01L25/0657,H01L2224/02372,H01L2224/02375,H10N60/01,H10N60/0241,H10N60/82,H10N69/00,H01L21/76898,H01L23/481}",,
145158480,US2023308264A1,US,2023308264,A1,"KEY MANAGEMENT DEVICE, QUANTUM CRYPTOGRAPHY COMMUNICATION SYSTEM, AND COMPUTER PROGRAM PRODUCT",2023-09-28,2023,82898895,TOSHIBA KK; KABUSHIKI KAISHA TOSHIBA,{JP},"{H04L9/0855,H04L9/0869,H04L9/0852,H04L9/0819,H04L9/085,H04L9/0869}",,
145159620,US2023309418A1,US,2023309418,A1,QUANTUM COMPUTING DEVICES WITH MAJORANA HEXON QUBITS,2023-09-28,2023,61192170,"MICROSOFT TECHNOLOGY LICENSING LLC; Microsoft Technology Licensing, LLC",{US},"{G06N10/40,G06N10/20,G06N10/70,H10N60/128,B82Y10/00,G06N10/20,G06N10/40,H10N69/00}",,
145165500,US2023315516A1,US,2023315516,A1,QUANTUM COMPUTER PERFORMANCE ENHANCEMENT,2023-10-05,2023,85800850,IBM; International Business Machines Corporation,{US},"{G06N10/80,G06N3/092,G06N10/60,G06F9/4881,G06N10/40}",,
145165523,US2023315539A1,US,2023315539,A1,SYSTEMS AND METHODS FOR DISTRIBUTED QUANTUM COMPUTING,2023-10-05,2023,88194255,"MELLANOX TECHNOLOGIES LTD; MELLANOX TECHNOLOGIES, LTD.",{IL},"{G06N10/40,G06F9/522,G06N10/60,G06F9/52,G06N10/40,G06N10/60}",,
145165792,US2023315808A1,US,2023315808,A1,OPERATOR AVERAGING WITHIN QUANTUM COMPUTING SYSTEMS,2023-10-05,2023,60972406,GOOGLE LLC; Google LLC,{US},"{G06N10/60,G06N10/60,G06F17/18,G06N10/00}",,
145166100,US2023316117A1,US,2023316117,A1,NONLINEAR CALIBRATION OF A QUANTUM COMPUTING APPARATUS,2023-10-05,2023,60972384,GOOGLE LLC; Google LLC,{US},"{G06N10/70,G06N10/20,G06N10/40,G06N10/60,G06N10/20,G06N10/40,G06N20/00,G06N10/70,B82Y10/00,G06N10/20,G06N10/40,G06N10/60,G06N10/20,G06F18/214,G06F30/25,G06N10/40}",,
145166101,US2023316118A1,US,2023316118,A1,QUANTUM COMPUTING APPARATUS AND ASSOCIATED METHODS,2023-10-05,2023,85979751,RIVER LANE RES LTD; River Lane Research Ltd.,{GB},"{G06N10/40,G06N10/80,G06N10/20,G06F13/161,G06N10/40}",,
145166152,US2023316169A1,US,2023316169,A1,SYSTEM AND METHOD FOR OPTIMIZATION OF RESOURCE ROUTING IN A NETWORK BASED QUANTUM COMPUTING,2023-10-05,2023,88194636,BANK OF AMERICA; BANK OF AMERICA CORPORATION,{US},"{G06Q10/0631,G06N10/60,G06Q10/0631,G06N10/60}",,
145168682,US2023318716A1,US,2023318716,A1,"OPTICAL APPARATUS FOR QUANTUM COMPUTING, SYSTEM, METHOD AND STORAGE MEDIUM",2023-10-05,2023,86160223,TENCENT TECH SHENZHEN COMPANY LIMIT; Tencent Technology (Shenzhen) Company Limit,{CN},"{G06N10/40,H04B10/70,G06N10/70}",,
145175350,US2023325698A1,US,2023325698,A1,MULTI DIMENSIONAL ELECTRODE CONTROLLER FOR QUANTUM COMPUTING,2023-10-12,2023,85381350,INFINEON TECHNOLOGIES AUSTRIA AG; Infineon Technologies Austria AG,{AT},"{G06N10/20,G06N10/40,G06N10/40,G06N10/40}",,
145175353,US2023325701A1,US,2023325701,A1,QUANTUM BIT ARRAY AND QUANTUM COMPUTER,2023-10-12,2023,83047953,"HITACHI LTD; Hitachi, Ltd.",{JP},"{G06N10/40,H10D30/021,H10D30/60,H10D48/40,H10N50/20,G06N10/40,H10N50/20}",,
145175382,US2023325730A1,US,2023325730,A1,QUANTUM COMPUTING TASK TRANSLATION SUPPORTING MULTIPLE QUANTUM COMPUTING TECHNOLOGIES,2023-10-12,2023,75974955,"AMAZON TECH INC; Amazon Technologies, Inc.",{US},"{G06Q10/04,G06F8/34,G06F9/455,G06N10/20,G06N10/60,G06N10/80,G06Q10/04,G06F8/20,G06N10/20,G06N10/60,G06N10/80}",,
145177579,US2023327969A1,US,2023327969,A1,QUANTUM COMPUTING DEVICE FOR DETERMINING A NETWORK PARAMETER,2023-10-12,2023,80035414,ERICSSON TELEFON AB L M; Telefonaktiebolaget LM Ericsson (publ),{SE},"{G06N10/60,B82Y10/00,H04L43/08,G06N10/20}",,
145178708,US2023329126A1,US,2023329126,A1,"QUANTUM BIT CIRCUIT, QUANTUM COMPUTER, METHOD FOR MANUFACTURING QUANTUM BIT CIRCUIT",2023-10-12,2023,82159171,FUJITSU LTD; FUJITSU LIMITED,{JP},"{H10N60/10,B82Y10/00,G06N10/40,H10D48/3835,H10N60/01,H10N69/00,H10N60/12,H10N60/0912,H10N60/805}",,
145191973,US2023342648A1,US,2023342648,A1,QUANTUM COMPUTING DEVICE BASED ON INDIVIDUAL RYDBERG ATOMS,2023-10-26,2023,77295225,CENTRE NAT RECH SCIENT; CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE; INSTITUT D'OPTIQUE THÉORIQUE ET APPLIQUÉE,"{FR,FR}","{G06N10/40,G06N10/20,G06N10/70,G06N10/40,B82Y10/00,G06N10/20,G06N10/40,G06N10/20,G21K1/006}",,
145183639,US2023334116A1,US,2023334116,A1,STABILIZED ENTANGLING OPERATIONS IN A QUANTUM COMPUTING SYSTEM,2023-10-19,2023,88307977,"IONQ INC; IONQ, INC.",{US},"{G06F17/14,G06N10/20,G06N10/40,G06F17/14,G06N10/40}",,
151272291,WO2023121761A1,WO,2023121761,A1,PROBABILISTIC ERROR CANCELLATION FOR MEASUREMENT-BASED QUANTUM COMPUTATION,2023-06-29,2023,84358039,"MICROSOFT TECHNOLOGY LICENSING LLC; MICROSOFT TECHNOLOGY LICENSING, LLC.",{US},"{G06N10/70,G06N10/70}",,
151272449,WO2023121905A1,WO,2023121905,A1,QUANTUM-COMPUTER-BASED MACHINE LEARNING,2023-06-29,2023,86896793,"PAYPAL INC; PAYPAL, INC.",{US},"{G06N10/60,G06N3/045,G06N3/047,G06N3/08,G06N5/01,G06N7/01,G06N10/00,G06N20/00,G06N20/10,G06N20/20,G06N10/60,G06N3/045}",,
151275215,WO2023124476A1,WO,2023124476,A1,"THROUGH-SILICON VIA INTERCONNECT STRUCTURE, PREPARATION METHOD THEREFOR, AND QUANTUM COMPUTING DEVICE",2023-07-06,2023,86997486,TENCENT TECH SHENZHEN CO LTD; TENCENT TECHNOLOGY (SHENZHEN) COMPANY LIMITED,{CN},"{H01L21/76898,B81B7/00,H01L21/60,H01L23/31,H01L23/481,H01L23/53285,H01L23/535,H01L25/0657,H01L2224/02372,H01L2224/02375,H10N60/01,H10N60/0241,H10N60/82,H10N69/00,H01L21/76898,H01L23/481}",,
151275405,WO2023124666A1,WO,2023124666,A1,"QUANTUM DEVICE, PREPARATION METHOD THEREFOR, AND QUANTUM COMPUTER",2023-07-06,2023,86997544,"ORIGIN QUANTUM COMPUTING TECH HEFEI CO LTD; ORIGIN QUANTUM COMPUTING TECHNOLOGY (HEFEI) CO., LTD",{CN},"{G06N10/00,G06N10/20,G06N10/40,H10N60/01,H10N60/12,H10N60/80,H10N60/81,H10N60/82,H10N69/00}",,
151275960,WO2023125216A1,WO,2023125216,A1,"METHOD AND APPARATUS FOR DETERMINING MULTI-QUBIT MEASUREMENT RESULT, AND QUANTUM COMPUTER",2023-07-06,2023,86997766,"ORIGIN QUANTUM COMPUTING TECH CO LTD; ORIGIN QUANTUM COMPUTING TECHNOLOGY CO., LTD.",{CN},"{G06F13/36,G06N10/00,G06N10/40,G06F13/36,G06F2213/40,G06N10/40}",,
151280722,WO2023129761A2,WO,2023129761,A2,QUANTUM COMPUTING PROGRAM COMPILATION USING CACHED COMPILED QUANTUM CIRCUIT FILES,2023-07-06,2023,85153662,"AMAZON TECH INC; AMAZON TECHNOLOGIES, INC.",{US},"{G06F8/41,G06F8/54,G06N10/20,G06N10/40,G06N10/60,G06N10/80,G06N10/80,G06F8/41}",,
151280723,WO2023129761A3,WO,2023129761,A3,QUANTUM COMPUTING PROGRAM COMPILATION USING CACHED COMPILED QUANTUM CIRCUIT FILES,2023-09-28,2023,85153662,"AMAZON TECH INC; AMAZON TECHNOLOGIES, INC.",{US},"{G06F8/41,G06F8/54,G06N10/20,G06N10/40,G06N10/60,G06N10/80,G06N10/80,G06F8/41}",,
151280724,WO2023129761A4,WO,2023129761,A4,QUANTUM COMPUTING PROGRAM COMPILATION USING CACHED COMPILED QUANTUM CIRCUIT FILES,2023-12-21,2023,85153662,"AMAZON TECH INC; AMAZON TECHNOLOGIES, INC.",{US},"{G06F8/41,G06F8/54,G06N10/20,G06N10/40,G06N10/60,G06N10/80,G06N10/80,G06F8/41}",,
151283170,WO2023132063A1,WO,2023132063,A1,QUANTUM COMPUTING DEVICE AND METHOD FOR MANUFACTURING QUANTUM COMPUTING DEVICE,2023-07-13,2023,87073584,FUJITSU LTD; FUJITSU LIMITED,{JP},"{H10N69/00,G06N10/00}",,
151283171,WO2023132064A1,WO,2023132064,A1,QUANTUM COMPUTING DEVICE AND METHOD FOR MANUFACTURING QUANTUM COMPUTING DEVICE,2023-07-13,2023,87073573,FUJITSU LTD; FUJITSU LIMITED,{JP},"{G06N10/40,H01L21/76898,H01L23/481,H01L23/49827,H01L23/49888,H01L23/53285,H01L25/0657,H01L25/50,H01L2225/06513,H01L2225/06541,H10N69/00}",,
151287077,WO2023135728A1,WO,2023135728,A1,QUANTUM COMPUTER AND QUANTUM COMPUTER CONTROL METHOD,2023-07-20,2023,87278703,"HITACHI LTD; HITACHI, LTD.",{JP},{G06N10/00},,
151287736,WO2023136384A1,WO,2023136384,A1,METHOD FOR SOLVING MAXIMUM-INDEPENDENT-SET USING QUANTUM COMPUTING,2023-07-20,2023,87279224,KOREA ADVANCED INST SCI & TECH; KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,{KR},"{B82Y10/00,G06N10/60}",,
151288316,WO2023136943A2,WO,2023136943,A2,ON-DEMAND CO-PROCESSING RESOURCES FOR QUANTUM COMPUTING,2023-07-20,2023,86323413,"AMAZON TECH INC; AMAZON TECHNOLOGIES, INC.",{US},"{G06N10/80,G06F9/5011,G06F9/5022,G06F9/5044,G06F9/5077}",,
151288317,WO2023136943A3,WO,2023136943,A3,ON-DEMAND CO-PROCESSING RESOURCES FOR QUANTUM COMPUTING,2023-10-05,2023,86323413,"AMAZON TECH INC; AMAZON TECHNOLOGIES, INC.",{US},"{G06N10/80,G06F9/5011,G06F9/5022,G06F9/5044,G06F9/5077}",,
151288318,WO2023136943A4,WO,2023136943,A4,ON-DEMAND CO-PROCESSING RESOURCES FOR QUANTUM COMPUTING,2023-12-07,2023,86323413,"AMAZON TECH INC; AMAZON TECHNOLOGIES, INC.",{US},"{G06N10/80,G06F9/5011,G06F9/5022,G06F9/5044,G06F9/5077}",,
151291339,WO2023139779A1,WO,2023139779,A1,"JOSEPHSON ELEMENT, SUPERCONDUCTING CIRCUIT, QUANTUM COMPUTATION DEVICE, AND METHOD FOR MANUFACTURING JOSEPHSON ELEMENT",2023-07-27,2023,87348417,FUJITSU LTD; FUJITSU LIMITED,{JP},"{H10N60/12,H10N60/0912,H10N60/805,H10N60/0912,G06N10/40,H10N60/12,H10N60/805,H10N60/85}",,
151295252,WO2023143447A1,WO,2023143447,A1,DEVICE FOR GENERATING QUBIT CONTROL SIGNAL AND QUANTUM COMPUTER CONTROL SYSTEM,2023-08-03,2023,87470590,"ORIGIN QUANTUM COMPUTING TECH HEFEI CO LTD; ORIGIN QUANTUM COMPUTING TECHNOLOGY (HEFEI) CO., LTD",{CN},{G06F1/02},,
151295262,WO2023143457A1,WO,2023143457,A1,"METHOD AND APPARATUS FOR DETERMINING HIGH-ENERGY-STATE REGULATION AND CONTROL SIGNAL OF QUANTUM BIT, AND QUANTUM COMPUTER",2023-08-03,2023,87470579,"ORIGIN QUANTUM COMPUTING TECH HEFEI CO LTD; ORIGIN QUANTUM COMPUTING TECHNOLOGY (HEFEI) CO., LTD",{CN},"{G06N10/20,H04B10/70}",,
151296185,WO2023144360A1,WO,2023144360,A1,QUANTUM-COMPUTING SECURE DIGITAL AND PHYSICAL PROOF OF WORK,2023-08-03,2023,80119482,BASF SE; BASF SE,{DE},"{H04L9/50,H04L9/50}",,
151296264,WO2023144438A1,WO,2023144438,A1,QUANTUM COMPUTING ELEMENT FREQUENCY SHIFTING,2023-08-03,2023,80123204,IQM FINLAND OY; IQM FINLAND OY,{FI},"{G06N10/40,G06N10/40}",,
151298562,WO2023146690A2,WO,2023146690,A2,QUANTUM COMPUTING MONITORING SYSTEM,2023-08-03,2023,86323461,"AMAZON TECH INC; AMAZON TECHNOLOGIES, INC.",{US},"{G06N10/60,G06N10/00,G06N10/80,G06N20/00,G06F11/328,G06F11/3006,G06F11/3495,G06N10/00}",,
